,date,tweet
292,2022-04-05 00:18:16+00:00,@PrimaEtsa @WidasSatyo Kalau ditempat wisata aman² sj kok..klitih biasanya keluar malam sampai dini hari dan di jalan² sepi
293,2022-04-05 00:17:38+00:00,"@AREAJULID pernah ada px korban klitih jam 1 malem, pelaku dikejar temen2nya korban &amp; ketangkep.. dibawa ke rs ternyata masih anak dibawah umur, auto geger geden krn pelakunya diamuk masa di depan rs, alasan pelaku salah sasaran, lah terus sasaran yg sbenernya siapa? heran"
294,2022-04-05 00:17:24+00:00,@adhkhfzh klitih apaan??
295,2022-04-05 00:17:07+00:00,Klitih sudah jadi Budaya. https://t.co/qPIM2BZa3L
296,2022-04-05 00:16:22+00:00,"@AREAJULID klitih tu menurut w pengecut bgt, beraninya pake senjata, coba deh tangan kosong pasti ga pada berani. Heran knp pd suka bunuh org pdhl g ada gunanya."
297,2022-04-05 00:16:05+00:00,"@fullmoonfolks mungkin dampak dari komunikasi bahasa kekerasan itu cuma beberapa persen saja sih menurut saya, akal sehat pelaku klitih rusak karna drug abuse."
298,2022-04-05 00:15:46+00:00,"Kalau masalah sampah saja sudah bertahun-tahun tak selesai, jangan harap masalah klitih bisa segera dibereskan oleh Pemda/Kraton DIY."
299,2022-04-05 00:15:31+00:00,"@wargakonoha12 @suprayogip16 @fullmoonfolks ada juga yg emang udah diincer , biasanya mereka kan geng²an ,suka cari² musuh ,tau dari temen kebetulan dia dulu mantan tukang klitih pas sma😆"
300,2022-04-05 00:15:04+00:00,@nyfahrochi @exuviaa hahahaha otw klitih mba
301,2022-04-05 00:14:47+00:00,"setelah jam 11, aku (dan mungkin mahasiswi² lain) sangat takut pulang tapi harus tetep pulang karena wong tuo. resiko klitih, digrepe &amp; dibuntutin orang di jalan, itu beneran harus kami hadapi setiap malam. jadi... https://t.co/hrLqfw4Zjy"
302,2022-04-05 00:14:19+00:00,Setiap ada berita klitih gw jd takut bgt naik motor di jogja😭 https://t.co/G276xTlUQx
303,2022-04-05 00:14:01+00:00,Darurat klitih https://t.co/nFsONPnZwT
304,2022-04-05 00:13:22+00:00,"TAWURAN (keroyokan) dan klitih adalah contoh jiwa kepengecutan yg dipelihara oleh aparat hukum, orang tua dan agama! 
Aparat hukummereka lebih suka menghukum karena setiap kasus itu berduit."
305,2022-04-05 00:13:04+00:00,Kenapa klitih merajalela lagi sih. Orang-orang nih nggak pada bisa hidup damai deh 🫤
306,2022-04-05 00:12:16+00:00,"@snipercatt @fullmoonfolks denial darimana? warga asli aja pada geram sama klitih, itu pelakunya kalo ketangkap sama warga juga di hajar massa bos"
307,2022-04-05 00:11:38+00:00,@muthiastp pengen langsung gass!!tapi lagi banyak klitih jadi ragu ragu akhirnya... 😞
308,2022-04-05 00:10:52+00:00,"ritual KLITHIH.. memakan korban.
Kali ini anak salahsatu anggota DPRD Kebumen meninggal,  jadi korban kebrutalan aksi klithih.

#YogyaBelomSterilKlithih

https://t.co/CGiNH7wD3C https://t.co/Yn2ZJmq9Bp"
309,2022-04-05 00:10:37+00:00,Ini klo semisal ada abdi dalem bikin squad pembasmi klitih keren si https://t.co/iyNh9GSqg6
310,2022-04-05 00:09:39+00:00,@merapi_uncover bocah klitih ko podo pinter boso jowo alus yo ? mbok langsung diajar wae kuwi
311,2022-04-05 00:09:34+00:00,"Bisa ga sih ditengkep semua dan diberi human yg bikin kapok, supaya gaada klitih lagi. Kasian korbannya Yaa Allah"
312,2022-04-05 00:09:17+00:00,"@julianawidya_17 @Joe_Pmngks @SodAboi_rlh @naxigorenk @kenji9998 @xkejubulanx @AREAJULID berantas gimana, org status mreka sebagai pelaku klitih aja suka dipamerin kmn"" biar org lain segan sm mreka"
313,2022-04-05 00:08:53+00:00,@juniblack007 Pak Kombes Yulianto @PoldaJogja Monggo pak ditindak lanjuti keberadaan klitih sdh sangat meresahkan
314,2022-04-05 00:08:51+00:00,"@merapi_uncover Jogja full gaman, ngeri og  kok yo iseh ono klitih yo."
315,2022-04-05 00:08:46+00:00,Klitih tuh serem bgt yaaa
316,2022-04-05 00:08:14+00:00,"@negabod @soemanto1980 @GodzilaTampan @Z_febri015 @agarynt @Sumbogo8 @ulanda28 Bar mbukak trending, klitih teratas,
Up meneh, dadi kelingan sumbogo, tapi cuitan e wis dihapus"
317,2022-04-05 00:08:06+00:00,"Umume cah enom ki tengah wengi overthinking utowo cidro karo ngeloni guling, ora malah klitih 🥴"
318,2022-04-05 00:07:55+00:00,@Listy9021 Klitih ini istilah barukah? 😭
319,2022-04-05 00:06:57+00:00,"@ronalfernandos7 @AREAJULID Iyaa mas hehe tauu, kalo udah bagus hukumnya di bagian klitih ni gaakan ada lg yg ngeluh dan buat laporan gini wkwk, kalo masi ada ya kita kayanya cukup bijak lah ambil. Kesimpulan. Kita doainn aja biar pemerintah bisa peka lagi yaaaa dan menindaklanjuti dgn baik 🙆✨🙏"
320,2022-04-05 00:06:39+00:00,"@AREAJULID mjb ka, klitih itu apa?"
321,2022-04-05 00:06:21+00:00,@kerincianggur3 @zulmipradana @nofrizalwardoyo Bene jadi korban klitih km atau keluargamu
322,2022-04-05 00:06:07+00:00,@Ryuji1407 Bikin sayembara buat klitih
323,2022-04-05 00:05:58+00:00,Sekadar mengingatkan. Isu klitih naik lagi. Wkwkk
324,2022-04-05 00:05:30+00:00,@juniblack007 Klitih nyampe semarang ya🤭🤣🤣🤣 https://t.co/ybq39ykSUw
325,2022-04-05 00:05:06+00:00,Klitih ini mengingatkan gw dengan drakor juvenil justice. Meskipun usianya masih anak2 tapi mereka sudah sadar akan akibat yg ditimbulkan dari perbuatannya. Jadi harus dihukum layaknya orang dewasa.
326,2022-04-05 00:04:11+00:00,"Yang aneh lagi, kokbisa ya ngelakuin kekerasan tanpa alasan yang jelas. Padahal klitih itu artinya mengisi waktu luang dengan positif gitu, sekedar cari angin lah. Bisa bayangin gak, gimana jalur pikirnya sekelompok remaja yg cari angin dengan cara bacok orang, dkk. Menurutmu?"
327,2022-04-05 00:03:46+00:00,"masalah klitih ga brenti brenti ya, tp emg serem banget si"
328,2022-04-05 00:03:27+00:00,"@zulmipradana @nofrizalwardoyo Pengalihan isu ndasmu su...suk misale sedulurmu kesabit arit ndase, opo kesampluk gir cangkeme lagi percoyo klitih kowe Su?"
329,2022-04-05 00:03:17+00:00,"Terus kenapa kok rame? Baru2 ini terjadi klitih lagi. Korbannya adalah seorang pelajar SMA kelas XI, usia 18 tahun. Katanya sih dia boncengan sama temennya gitu buat nyari sahur. Terus dibuntutin sama kelompok klitih ini. Nah, korban ini yg dibonceng, kepalanya disabet sama gir.."
330,2022-04-05 00:03:00+00:00,"Kemarin tuh sempet rame soal klitih ya. Aku awalnya gatau itu apa, terus setelah cari2 info, ternyata klitih yg dibicarain orang2 itu kekerasan di jalan tanpa alasan, yaudah kekerasan aja gitu. Dan yg lagi rame baru2 ini dilakuin di Jogja..."
331,2022-04-05 00:03:00+00:00,"JUAL NETFLIX PREMIUM MURAH

SHARING
45K/bln
130K/3 bulan

PRIVATE
195K/bln

MINAT DM/WA

youtube spotify disney hotstar viu apple music go wetv grammarly hbo iqiyi amazon sewa zoom iflix max prime video vsco vidio klitih olivia seungri Greenpeace bts Samantha rachel taeyang dadar https://t.co/uafiYZBMuL"
332,2022-04-05 00:02:49+00:00,"JASA HACK AKUN
🐾 INSTAGRAM
🐾 WHATSAPP
🐾 FACEBOOK
🐾 TWITTER
🐾 GMAIL
SILAHKAN DM.

VIRTUAL ACCOUNT.
**
School 2017 Klitih Olivia tidur #KeanuTaaruf #twitter #zonauangᅠᅠ #bandungbokingan #jakartavseverybody #jogjaopenBO #surabayalendir #Telegram #CYBER #VoteBTS #zonaba https://t.co/LxWCxxXeTy"
333,2022-04-05 00:02:36+00:00,"(Kompas hari ini) Ketum IDI Sebut Persoalan Terawan Bakal Diselesaikan Secepatnya Secara Internal

Baca juga, Kak 🙂 mungkin akan bermanfaat &gt;&gt; https://t.co/Geh8rp0InE

School 2017 Sekolah Klitih Selasa Tidur Turu Samantha #sawityowit Israel #BusinessProposalEp11 #StopAsianHate"
334,2022-04-05 00:01:36+00:00,"Mergane sek dadi korban klitih anak e anggota DPRD kebumen. Cobo nek sek dadi korban anak e wong ra nduwe jabatan mesti ""kenakalan remaja, dibina saja""."
335,2022-04-05 00:01:21+00:00,"ga habis pikir bgt sm anak-anak yg ngelakuin klitih tu biar apaa? mbokyaa dibuka lagi pikiran dan pandangannya, kalau cuma buat merusak nama kota dan masa depan yaudah gausah aneh-aneh. heran. https://t.co/eWuOndXH4h"
336,2022-04-05 00:01:19+00:00,"@detikcom Gak kelar2 klitih, gimana mau kelar aparat dan pejabatnya gak niat usut tuntas. Kuproy"
337,2022-04-05 00:00:57+00:00,@frosteyflakey klitih apaan zee?
338,2022-04-05 00:00:22+00:00,@shitlicious Akeh klitih massehh
339,2022-04-05 00:00:03+00:00,"Jogja tuh harusnya punya hukuman khusus buat pelaku klitih, kalau ada anak remaja pelaku klitih yang tertangkap, yang dipenjara itu orang tuanya, terutama ibunya.

Biar tuh anak pada mikir."
340,2022-04-04 23:59:10+00:00,"Welkam tu jogja, yang terkenal dengan rindu, romantisme, angkringan, harganya murah, orangnya ramah, nggak ada macet, aman, nyaman buat healing, dan segala bentuk surga dunia. Selamat datang. Pokoknya selamat. 

Adapun isu klitih, UMR murah, harga tanah naik, itu cuma isu. Isuuuu https://t.co/P2lD5uJyno"
341,2022-04-04 23:59:02+00:00,tetiba mengkhawatirkan para keponakanku yang masih SMA gara2 klitih :(
342,2022-04-04 23:58:02+00:00,"Kronologi klitih yang tewaskan anak anggota DPRD Kebumen, Polda DIY: Korban terkena bacokan di muka! https://t.co/mVWBY15Imv"
343,2022-04-04 23:57:52+00:00,"gapeduli si pelaku masih dibawah umur kalau dia udah ikut aksi klitih dihukum aja, bukan dibalikin ke orang tua"
344,2022-04-04 23:57:34+00:00,@zulmipradana @nofrizalwardoyo Jane koei yo kancane sik klitih kui to? Terus ngomen ngono. Opo kon gak kuat tuku pertalit cuk?
345,2022-04-04 23:56:24+00:00,"@abcdefnad Klitih ini udah ada dari kapan? Soalnya sekitar 2017, waktu aku ke jogja sm sepupu yg kuliah disana, dia gamau di luar rumah lebih dari jam 9 malem, bahkan waktu aku belanja di malioboro dia udh nyuruh cepet"" buat pulang.
Apa mungkin alasannya iniya?"
346,2022-04-04 23:56:18+00:00,"@Rudi_Yanto_ @warmthwispy @Kdramaescapp @laluneivy @AREAJULID Ya wlpun gak di bnarkan ya mas main hakin sendiri, tp ya gmn permasalahan ini sudah menahun, saya sndiri pnya pngalaman sama klitih tp untungnya saya wktu itu naik mobil udh suruh berhenti itu lsg saya blg ke supirnya TABRAK WAE PAK NGKO AKU SAKSINE GPP OJO MANDEK hehe"
347,2022-04-04 23:56:05+00:00,@Araghutama Ketemu klitih ..bakar ae wis sak motore
348,2022-04-04 23:55:46+00:00,"@Upil_Jaran2 Pelaku underage, orang tua ngemis buat nebus. setelah ditebus ga diurus, brokenhome effect trus klitih lagi halah jeleh"
349,2022-04-04 23:55:43+00:00,Kronologi Klitih di Jogja yang Tewaskan Murid SMA Saat Sahur https://t.co/UTTWZytYXN
350,2022-04-04 23:55:24+00:00,@fullmoonfolks Soalnya klitih gapunya onlyfans ndan makanya lama gak kelar2 🙏🏻
351,2022-04-04 23:55:20+00:00,"@ListyoSigitP Dengan Hormat Pak Kapolri, Tolong Pak Berantas Klitih di Jogja, Agar Aman , Terima kasih :)"
352,2022-04-04 23:55:18+00:00,"@merapi_uncover @Fadeltafarel_ colok matane wae, gregetan aku nek krungu klitih, jek bocah wes do kemaki"
353,2022-04-04 23:54:59+00:00,Jogja darurat klitih
354,2022-04-04 23:54:49+00:00,klitih merusak nama jogja
355,2022-04-04 23:54:38+00:00,"Pas nympe sana bukannya healing,malah makin parah anxietyku,berkali"" kambuh gara"" keinget soal klitih.
Holidaykubdisana bener"" ga nyaman,gabisa bebas jalan"",tiap malem gaberani keluar hotel,karna was"" sm klitih.
Bener"" bikin resah bgt ya klitih ini."
356,2022-04-04 23:54:32+00:00,Semoga pas di Jogja gak ketemu klitih 😭😫 https://t.co/4sgpeOGHi4
357,2022-04-04 23:54:24+00:00,Kemarin sore aku di klitih cah SMK 1 untung ming 1 nek 5 po 10 lak repot #JogjaDaruratklitih
358,2022-04-04 23:53:16+00:00,"@catuaries Ato disuruh kursus programming

Dulu sempet liat ada postingan ig anak2 jogja yang mantan klitih dilatih programming"
359,2022-04-04 23:53:15+00:00,"@JogjaUpdate @PoldaJogja Kalo kyk gitu, apa namanya msh klitih? Karena kelompok korban sempat mengejar karena terprovokasi."
360,2022-04-04 23:53:08+00:00,@Upil_Jaran2 lk modelan klitih ngeneki arek e dendaman a yo?
361,2022-04-04 23:52:11+00:00,Masih bingung tujuan klitih tuh ngapain dan biar apa?
362,2022-04-04 23:52:05+00:00,"@naysnorlax Klitih makin marak di Jogja.
Media sibuk bikin twist."
363,2022-04-04 23:51:38+00:00,"@tanyakanrl jgn ke jogja,lagi banyak bgt klitih wkwk"
364,2022-04-04 23:51:31+00:00,"Bukan orang Jogja, tapi kesel banget tiap liat berita klitih gini. Kok bisa ya punya pemikiran nyerang orang random itu jadi orang ""hebat"" demi dapat pengakuan. https://t.co/R6C2WMTDBV"
365,2022-04-04 23:50:47+00:00,"Ga ada habisnya aku lihat berita klitih di Jogja, lha temenku aja malah ada yang jadi pelaku. Jujur, bingung juga polisi dkk kemana, cmn ortu juga harus jaga anak sih.

Tapi temenku yg pelaku itu emang ga dijagain ortu, ya… ya…😔 sedih. https://t.co/dpMNvK2r5I"
366,2022-04-04 23:50:38+00:00,"@AREAJULID Mereka tuh udah kriminal dan keraton malah bilang klitih bagian dari budaya ? Gila sih, ada sarap sarap nya tuh kerawtons."
367,2022-04-04 23:50:18+00:00,"Minggu lalu niatnya mau healing kejogja.
Aku yg punya anxiety disorder,ngedenger soal klitih langsung ketar ketir.
Brngkt ke kediri-jogja bela""in brngkt siang panas"" biar ga kemaleman nympe sn.btw waktu itu aku bawa motor,
(biar bisa bebas muterin jogja)"
368,2022-04-04 23:49:48+00:00,pelaku klitih kalau ketangkep boleh ga sih tangannya dipotong aja https://t.co/rjI27VA1y1
369,2022-04-04 23:49:38+00:00,"BASMI KLITIH!!!
GENERASI SAMPAH!!!"
370,2022-04-04 23:49:32+00:00,"Ngeri dan menarik sekali topik klitih ini
Simpen dulu buat bahan bacaan https://t.co/0GgG7jqhXJ"
371,2022-04-04 23:49:30+00:00,@kazu__kaede Klitih tuh apa?
372,2022-04-04 23:49:13+00:00,@merapi_uncover @aleppajaa Drpd bacok orang random mending duel sesama klitih aja
373,2022-04-04 23:48:51+00:00,@Leoamdn @fullmoonfolks bupatine saumpomo kebacok klitih ketoke apik mas
374,2022-04-04 23:47:54+00:00,"@mardiasih Klitih opo sih, tak gugel kok jarene kluyuran cari angin. Kalo mung kluyuran kok ditangkep?"
375,2022-04-04 23:47:50+00:00,@d0lphines klitih😎
376,2022-04-04 23:47:45+00:00,"Diopeni urip nganti gedee ,, bareng wes gede ngerti2 dipateni . :)
Utek e klitih ki nengndi janee https://t.co/XEUjTKItAZ"
377,2022-04-04 23:47:25+00:00,"@itsbibloo klitih tu kaya begal, tapi ini yang di begal nyawa"
378,2022-04-04 23:47:21+00:00,"@merapi_uncover @aleppajaa Membayangkan jika masyarakat udah muak dengan klitih ini, dan mulai melakukan aksi memburu klitih."
379,2022-04-04 23:47:15+00:00,@radifalfian_ @achmadyusuft @merapi_uncover @aleppajaa kalo ketangkep di Tangerang udah dibakar idup2 sama warga nih klitih
380,2022-04-04 23:47:12+00:00,Ternyata deket rumah udah ada yg ketangkep klitih 2x jam sebelas sama pas jam sahur
381,2022-04-04 23:46:44+00:00,"Niat mau liburan bareng temen-temen ke jogja, jadi mikir² lagi gara-gara masalah klitih ini ga ada abisnya. https://t.co/foEYIuq3Ts"
382,2022-04-04 23:46:21+00:00,Basmi #klitih jogja
383,2022-04-04 23:45:13+00:00,"@shitlicious Jogja skrg udah gak kayak dulu, macet, padet, panas, klitih, ormas2 jg banyak. Kalau saya pengennya malah nanti umur 50 pindah negara, ke Canada, Swiss, Irlandia, atau New Zealand. Nunggu anak2 dewasa &amp; udah bisa mandiri. Anak yg no 1 udah 17 tahun, anak no 2 masih 5 tahun."
384,2022-04-04 23:45:03+00:00,ngeri bgt gila klitih ini
385,2022-04-04 23:44:31+00:00,"Rang orang nih dah pada gila. 

Klitih cuman nyerang motor kah? https://t.co/PwXV454WNE"
386,2022-04-04 23:43:58+00:00,"coba ini klitih kenapa ga diusut usut sihhhh, udah banyak bgt yg jadi korban:( https://t.co/Ig7236fED7"
387,2022-04-04 23:43:39+00:00,"@Tatam_Fadholi @juniblack007 https://t.co/crVd2tibeL

Iki udu kang?"
388,2022-04-04 23:43:38+00:00,"Jogja beautiful? Betul.
Jogja ngangenin? Benar.
Jogja istimewa? Bangeeett!

Tapi ... Layaknya Merapi, Jogja sebetulnya juga nyimpan 'bara api' di kehidupan warganya. Tak nampak tapi terasa. UMR rendah dan klitih adalah dua diantaranya.

#JogjaDaruratKlitih"
389,2022-04-04 23:43:19+00:00,"@juniblack007 https://t.co/crVd2tibeL

Ini bukan sih"
390,2022-04-04 23:43:13+00:00,klitih pas ketangkep harusnya digantung terbalik di Tugu Jogja. *13
391,2022-04-04 23:43:00+00:00,"@AFamin_ @riobadar @merapi_uncover @Fadeltafarel_ katanya tuh kyk semacam tes masuk geng motor atau geng apa gitu lho, caranya ya slh satunya klitih"
392,2022-04-04 23:42:50+00:00,"Ktp non jogja sik sok kowar ""harusnya kasih pihak berwajib. Jangan main hakim sendiri."" Mending menengo wae, rasah melu2, opinimu bosok. Klitih ko ngene wes suwe kaet jaman aku sekolah, bukan hal yang baru"
393,2022-04-04 23:42:33+00:00,"Pernah bertahan di jogja 6 tahun dan pernah melewati hujan badai sampe kampus porak poranda, gempa sampe seisi kosan keluar, erupsi merapi, dan klitih yg ngehits bgt disaat w suka pulang rapat jam 2 :”"
394,2022-04-04 23:42:17+00:00,"Wkwk rame bgt ttg klitih, awalnya ngecoba biasa aja tp ttp waswas juga🙂"
395,2022-04-04 23:41:59+00:00,"kmrn ada klitih lagi deket kantor ku, gimana kalo gue lembur sampai malam anjir 😭"
396,2022-04-04 23:41:33+00:00,"Kiro² nek tukang klitih dibabat dhewe piye yo
Hukum rimba wae ?"
397,2022-04-04 23:41:25+00:00,Memiliki urgensi tinggi ingin pindah alamat KTP jadi Jogja lagi biar relevan kalo nimbrung di postingan klitih.
398,2022-04-04 23:39:07+00:00,@merapi_uncover @Fadeltafarel_ Klitih teh naon atuh anyiing? 😭🥲
399,2022-04-04 23:38:48+00:00,"Lembeknya ketegasan aparat dan pemerintahan Jogja
dari pengjian2 ""tidak jelas"" (sarang kadrun &amp;PKes) 
prostitusi online, 
kejahatan &amp;kekerasan seksual baik dikampus dsb.
Pembunuhan dengan klitih yg ga pernah slesi dan tuntas.

klo rame dan viral baru ada ""tindakan"" formalitas"
400,2022-04-04 23:38:34+00:00,Besok lagi kalo ada klitih ketangkep plis tolong jangan dipukulin! Mending dimandiin!! tapi mandiinnya pake bensin https://t.co/zTLYfOx4RO
401,2022-04-04 23:38:33+00:00,@Rudi_Yanto_ @akuyaaku3333 @Kdramaescapp @AREAJULID @NajwaShihab @MataNajwa Sepertinya menarik nih mbak Nana @NajwaShihab bahas tentang klitih di @MataNajwa @MataNajwaID
402,2022-04-04 23:38:10+00:00,"@kumparan Lg ngebayain polisi makan gorengan, seruput kopi sambil dapat laporan Klitih "" loh rek, onok maneh ta "",""tak pikir wes mari "",""eegh la iyo "" sruuut terdengar suara kopi yang di seruput"
403,2022-04-04 23:37:02+00:00,"Kenapa sih pelaku klitih itu ga dihukum qisas aja? Nyawa dibalas nyawa

Kalo cuma tangkep lepasin gegara dibawah umur, kapan selesai klithih ee?

Gedek banget aing https://t.co/WT9CxC6Q2j"
404,2022-04-04 23:36:41+00:00,opo iki klitih trending
405,2022-04-04 23:36:33+00:00,@Ubaidullah_Sdq Klitih niku artosipun menapa yai
406,2022-04-04 23:35:43+00:00,"@kumparan Innalillahi wainnaillaihi roji'un 🙏😭🙏😭🙏😭
Nampaknya, KAPOLRI Jenderal Polisi @ListyoSigitP @DivHumas_Polri @CCICPolri @PoldaJogja mesti memberi perintah langsung kepada KAPOLDA Jogjakarta utk cegah dan selidik/sidik tindak pidana klitih ini (pasal 351 KUHP).
#DaruratKlitih"
407,2022-04-04 23:35:19+00:00,"Hadahhh jadi wedi metu"" ene iki kalok kakean klitih😵"
408,2022-04-04 23:35:19+00:00,@Jateng_Twit @Fadeltafarel_ hukum potong kedua tangan biar gak bisa jadi klitih lagi
409,2022-04-04 23:35:15+00:00,"Pulang ke kotaku 
tak celurit ndasmu, 
orang ndelosor teko sepeda
Klitih jalanan mulai beraksi
Nang kunu gak onok pulisi
🎤🎼🎷 https://t.co/A8NzHTfGph"
410,2022-04-04 23:34:48+00:00,Bogor kuliner enak2 paling ga nyamannya ya macet tp ga ada klutuh klitih 😀
411,2022-04-04 23:34:26+00:00,"Mengenang School 2017 apa mau reunian aja ya, hmm tp lagi ramai juga ya bahasan Greenpeace sama Klitih 
https://t.co/2uGeFlFzGf"
412,2022-04-04 23:33:47+00:00,"KLITIH kembali terjadi d Patran Jl..Godean Km 4,5 

Arep dadi opo koe leee 
Cluritte gede banget 🤦 https://t.co/hyTB6lnMtn"
413,2022-04-04 23:33:24+00:00,"kapan yo pemda ne serius ngatasi klitih, ket jaman aku jeh sekolah nganti ar lulus kuliah rung ono bukti keseriusan nggo ngatasi masalah iki https://t.co/faeZllj9Oc"
414,2022-04-04 23:32:48+00:00,"Bu Bupati Sleman, semoga korban kreativitasnya anak sampeyan atau sampeyan sendiri ya bu.....

Cangkemkan itu bu !

@1trenggalek coba tolong sampekan ke rekan sejawatnya
 https://t.co/4TnRXp6ILP"
415,2022-04-04 23:32:40+00:00,Klitih jogja serem bgt ya mana gua mau kuliah di jogja :( daftar ga ya...
416,2022-04-04 23:32:29+00:00,@zulmipradana @nofrizalwardoyo Cctmu...klitih ki wis sue neng jogya ra beres beres....nek goblok ojo dipamerke cuk
417,2022-04-04 23:32:25+00:00,Pelaku klitih ni cocok nya klo ketangkep diadili ama hakim shim eun sook https://t.co/wj0DWP3WFS
418,2022-04-04 23:32:13+00:00,"Klitih di Jogja ini kalau investigasinya kayak “ tim golden time “ nya di Drakor Voice kayaknya udah kebasmi daridulu, cuman ya gmn lg ini endonesa jadi ya ga bisa berharap banyak."
419,2022-04-04 23:32:11+00:00,@fellikuntung Menunggu berita terduga pelaku klitih tewas dihakimi masa
420,2022-04-04 23:31:54+00:00,"@merapi_uncover @Upil_Jaran2 Arit e cobo di bacokke genti, ben ngerasake loro po ora di klitih"
421,2022-04-04 23:30:19+00:00,Eskalasi sampe DPR baru bergerak. Kalo cuma sampe Gubernur mah... nrimo ing pandum wae..tidak ada klitih..jangan merusak pariwisata https://t.co/XC5iJkTf7O
422,2022-04-04 23:30:06+00:00,wealaaaah klitih meneh klitih menehh
423,2022-04-04 23:29:04+00:00,"@tribunjogja Sing mbiyen2 emange udu pidana -_- nek mbiyen mung dikon mengedukasi.. wkwkwk
Mending babat habis ae klitih ki, ra guno"
424,2022-04-04 23:28:26+00:00,"Tahun 80-90-an #jogja banyak Genk #qzroeh , #joxzin dst yg skrg ilang. Jaman now ada #bocil dgn Klitih #klitih nya. Sri Sultan mohon action donk.... @kratonjogja @KRjogjadotcom"
425,2022-04-04 23:28:07+00:00,"@tribunjogja Mosok ro bocah2 bayi lg arep gede we raiso ngatasi ket mbiyen,nek perlu danais dianggarkan nggo bentuk tim khusus mengatasi masalah kebudayaan klitih neng jogja yg meresahkan"
426,2022-04-04 23:28:00+00:00,"@tribunjogja Sekarang korban anak anggota dewan DPRD Kebumen, pelajar kelas 3 SMA Muhammadiyah 2.
Korban meninggal dan anggota Dewan menggugat, baru Gubernur bersuara. 

sejak dulu kejahatan keliling golek getih (klitih ini sudah ada) dan dilepas lagi klo ketangkep."
427,2022-04-04 23:27:21+00:00,@kumparan Klitih is comeback saat Ramadhan Pemprov Jogya kurang serius tangani kenakalan bocil ga jelas orang tuanya Klitih comunity Klitih mesti dirangkul dan pendekatan humanis klo  ada terlibat criminal biar polda jateng ditangani.
428,2022-04-04 23:27:15+00:00,"@luhungwihikan oke. peyorasi pada ""klitih"" iki mengingatkanku nang ""radikal"", "" Hoax"" etc yang juga digunakan secara salah.

""kriminalitas remaja"" terlalu memakan durasi pengucapan. ono istilah lain mungkin? ""klitih kriminal""?"
429,2022-04-04 23:26:46+00:00,@zulmipradana @nofrizalwardoyo Lambemu mas... semoga adik/saudara kamu nda jadi korban klitih
430,2022-04-04 23:26:44+00:00,"@ranwere dan tdk blh lg dftr skolah di wilayah DIY,kl hukuman buat klitih cuma ringan kya gini trs,sampai kiamatpun klitih pst ada di jogja,mmg scra usia msh dibwah umur,tp jk tindakan kriminalnya sdh melampaui btas,shrsnya tdk ada lg embel2 dibwah umur,hrs diproses sma sprt kriminal lain"
431,2022-04-04 23:25:55+00:00,"@juniblack007 @d4ngdj4t Kog mengerikn gt ahh..
Klo kata mamaku klitih itu kan bandel suka kelayapan gt ya tp bkan pkai senjata kek gt 
Smpi mamaku kuajak nonton video ini
😩"
432,2022-04-04 23:25:40+00:00,"Nah akhirnya setelah sekian lama kasus klitih, akhirnya ada penangkapan yang serius begini. 

Semoga anak anggota DPRD Kebumen yang meninggal kemarin husnul khatimah. 

🙏 https://t.co/HXZQBIsvDC"
433,2022-04-04 23:25:12+00:00,"@wargakonoha12 @suprayogip16 @fullmoonfolks Random, ini dah lama, sejak saya main FB, dah rame ini klitih.. sampe skrg kok ga rampung².. korban dah banyak, yg luka, cacat, bahkan meninggal.
Modus ga musti bacok, Ada yg tendang motor, lempar Batu."
434,2022-04-04 23:25:10+00:00,Anak dibawah umur tapi wis wani mbacok uwong ya tetep dihukum. Nganggo undang2 dibawah umur terus ya gak uwis2 masalah klitih kui #Klitih
435,2022-04-04 23:24:33+00:00,@AREAJULID Ya Allah aku mau lanjut study ke Jogja tapi kok takut sama klitih (ಥ ͜ʖಥ)
436,2022-04-04 23:24:03+00:00,"@fullmoonfolks ditangkep jg gabisa, underage. Tar ortunya ngemis jd jaminan biar anak bisa lepas, setelah lepas ga diurus, brokenhome effect lagi trus klitih lagi tebus lagi"
437,2022-04-04 23:23:59+00:00,"@jelliesirius Emang 😔 gara"" si klitih"" itu ak jadi was-was bgt soalnya bapak ak kerja di Jogja 😭"
438,2022-04-04 23:23:36+00:00,"@ranwere Sy asli jogja mas,fenomena klitih prtma kali ada di kota ini,kmren itu ank SMA muha,kena klitih saat mau beli maem buat sahur,knp klitih trs ada?krn plaku yg ketangkap cuma dihukum ringan bhkn ada yg dilepas,dan tdk ada sangsi dr skolah,shrsnya lgs dikeluarkan"
439,2022-04-04 23:22:49+00:00,"Kriminal aselik. Hukum berat pelakunya dan aparat, tokoh masyarakat serta para pendidik hrs bisa cari cara agar tindakan kriminal sprti ini tak terulang lagi. 

Cari Sahur, Pelajar SMA Yogyakarta Tewas Jadi Korban Klitih https://t.co/J3VdyyTMBA"
440,2022-04-04 23:22:46+00:00,"@AREAJULID Klitih berawal dari abg galau, gamang.. Lalu nekat.. Membesar.. Bertahan masih ada karena ada yg doktrin, pelihara, hasut utk menciptakan kondisi tertentu... Ada aktor dewasanya.. Bisa intelektual &amp; berkuasa."
441,2022-04-04 23:22:09+00:00,@itsme_0o0 Klitih tuh apa?
442,2022-04-04 23:21:50+00:00,"@AREAJULID Ampe fermi paradox terbukti adanya, klitih juga ga akan selesai² diusut pemerintahan, yakin gue"
